CDK1_chr10_62538211_62544619	chr10:60778453-60784861	chr10:60780140-60780202
CSNK1A1_chr5_148904607_148931007	chr5:149525044-149551444	chr5:149550074-149550181
HDAC2_chr6_114270331_114292449	chr6:113949167-113971285	chr6:113953276-113953418
ODC1_chr2_10583827_10585175	chr2:10443701-10445049	chr2:10444473-10444547
TRIP11_chr14_92473983_92480921	chr14:92007639-92014577	chr14:92010985-92011072
RBMX_chrX_135954426_135957542	chrX:136872267-136875383	chrX:136875085-136875168
BFAR_chr16_14755748_14761925	chr16:14661891-14668068	chr16:14664868-14665071
PDHB_chr3_58413409_58415526	chr3:58427682-58429799	chr3:58428351-58428614
PSMC2_chr7_103003790_103006610	chr7:103363343-103366163	chr7:103364142-103364307
TPP2_chr13_103301256_103309557	chr13:102648906-102657207	chr13:102649407-102649486
ATF2_chr2_175962171_175994935	chr2:175097443-175130207	chr2:175111567-175111654
CDK4_chr12_58143002_58146059	chr12:57749219-57752276	chr12:57751499-57751659
TM9SF3_chr10_98277865_98287253	chr10:96518108-96527496	chr10:96527212-96527289
MTIF2_chr2_55463757_55467311	chr2:55236621-55240175	chr2:55237287-55237428
KAT2A_chr17_40269695_40271454	chr17:42117677-42119436	chr17:42117906-42118017
DMXL2_chr15_51756871_51758508	chr15:51464674-51466311	chr15:51465565-51465651
ARL6IP1_chr16_18809246_18812917	chr16:18797924-18801595	chr16:18798700-18798834
NARS_chr18_55273088_55274715	chr18:57605856-57607483	chr18:57606615-57606751
TRIM27_chr6_28872330_28888019	chr6:28904553-28920242	chr6:28907235-28907262
PRRC2C_chr1_171535730_171544267	chr1:171566591-171575128	chr1:171568246-171568339
PTGES3_chr12_57065532_57066849	chr12:56671748-56673065	chr12:56672739-56672809
NPLOC4_chr17_79564270_79571753	chr17:81597244-81604727	chr17:81600340-81600427
DHX16_chr6_30623211_30624286	chr6:30655434-30656509	chr6:30656197-30656265
STAM_chr10_17746429_17747740	chr10:17704430-17705741	chr10:17704969-17705024
THADA_chr2_43801474_43805746	chr2:43574335-43578607	chr2:43577021-43577242
DROSHA_chr5_31409162_31421484	chr5:31409055-31421377	chr5:31409249-31409332
TNS3_chr7_47384521_47409218	chr7:47344923-47369621	chr7:47346186-47346356
CHD3_chr17_7805927_7806821	chr17:7902609-7903503	chr17:7902936-7903061
NSD1_chr5_176707565_176710929	chr5:177280564-177283928	chr5:177282464-177282581
SLC33A1_chr3_155551645_155572167	chr3:155833856-155854378	chr3:155842431-155842619
CDK17_chr12_96688776_96691499	chr12:96294998-96297721	chr12:96297269-96297332
GNL3_chr3_52723089_52725087	chr3:52689073-52691071	chr3:52690591-52690704
ARMCX3_chrX_100878117_100879208	chrX:101623127-101624218	chrX:101623813-101623893
SS18_chr18_23614968_23619420	chr18:26035004-26039456	chr18:26038554-26038659
SLC33A1_chr3_155547476_155560408	chr3:155829687-155842619	chr3:155833467-155833585
SH2D3C_chr9_130513450_130533717	chr9:127751171-127771438	chr9:127761610-127761650
LMO7_chr13_76416986_76423428	chr13:75842850-75849292	chr13:75845326-75845379
FARSB_chr2_223488990_223494893	chr2:222624271-222630174	chr2:222628836-222628888
HPS5_chr11_18303496_18307006	chr11:18281949-18285459	chr11:18283794-18283901
ARHGAP12_chr10_32097921_32099675	chr10:31808993-31810747	chr10:31809229-31809307
CCNT1_chr12_49089541_49093623	chr12:48695758-48699840	chr12:48695998-48696162
RAB3GAP2_chr1_220379248_220384218	chr1:220205906-220210876	chr1:220210387-220210489
CHUK_chr10_101978474_101979116	chr10:100218717-100219359	chr10:100219007-100219132
CNOT1_chr16_58564149_58566299	chr16:58530245-58532395	chr16:58531957-58532075
MAD2L1_chr4_120983129_120988229	chr4:120061974-120067074	chr4:120065671-120065818
MRPL49_chr11_64889654_64893205	chr11:65122182-65125733	chr11:65124501-65124652
PSMA4_chr15_78834246_78834987	chr15:78541904-78542645	chr15:78542176-78542219
TNPO2_chr19_12814241_12816212	chr19:12703427-12705398	chr19:12703713-12703801
TIA1_chr2_70454866_70456450	chr2:70227734-70229318	chr2:70229058-70229091
CHPT1_chr12_102117499_102122852	chr12:101723721-101729074	chr12:101726293-101726404
YAF2_chr12_42555414_42632050	chr12:42161612-42238248	chr12:42237598-42237724
UBP1_chr3_33444292_33451093	chr3:33402800-33409601	chr3:33409235-33409346
CLPX_chr15_65450912_65456526	chr15:65158574-65164188	chr15:65162603-65162645
CEP135_chr4_56831031_56837574	chr4:55964865-55971408	chr4:55969062-55969128
ANXA1_chr9_75780031_75782471	chr9:73165115-73167555	chr9:73166096-73166192
PPP2R5D_chr6_42974933_42975803	chr6:43007195-43008065	chr6:43007413-43007506
EIF3B_chr7_2409106_2412430	chr7:2369471-2372795	chr7:2371776-2371849
COPG1_chr3_128974910_128979243	chr3:129256067-129260400	chr3:129257726-129257860
SOGA2_chr18_8796229_8807058	chr18:8796231-8807060	chr18:8798096-8798291
UBE2C_chr20_44441273_44444552	chr20:45812634-45815913	chr20:45815389-45815540
PPRC1_chr10_103898856_103907149	chr10:102139099-102147392	chr10:102145019-102145090
ATG4D_chr19_10655632_10662651	chr19:10544956-10551975	chr19:10547188-10547253
FTSJ3_chr17_61898198_61899003	chr17:63820838-63821643	chr17:63821029-63821115
EIF6_chr20_33868456_33872573	chr20:35280653-35284770	chr20:35284175-35284492
USP34_chr2_61433151_61436112	chr2:61206016-61208977	chr2:61206759-61206886
USP10_chr16_84733554_84779279	chr16:84699948-84745673	chr16:84740308-84740369
CCDC85C_chr14_99981536_99988577	chr14:99515199-99522240	chr14:99517087-99517183
EDA2R_chrX_65822474_65825068	chrX:66602632-66605226	chrX:66604420-66604506
CDC16_chr13_115002276_115004965	chr13:114236801-114239490	chr13:114238989-114239028
ESD_chr13_47356801_47361244	chr13:46782666-46787109	chr13:46784251-46784350
ZC3H7A_chr16_11855765_11857515	chr16:11761909-11763659	chr16:11762670-11762747
LMCD1_chr3_8543510_8590589	chr3:8501824-8548903	chr3:8532736-8532825
GLS_chr2_191788642_191792208	chr2:190923916-190927482	chr2:190924542-190924593
AP2B1_chr17_33954403_33963475	chr17:35627384-35636456	chr17:35627630-35627726
MLLT10_chr10_21962278_22002879	chr10:21673349-21713950	chr10:21681331-21681376
XPO6_chr16_28115866_28117818	chr16:28104545-28106497	chr16:28106042-28106214
COL5A2_chr2_189906311_189907984	chr2:189041585-189043258	chr2:189042719-189042773
DRG1_chr22_31796605_31816411	chr22:31400619-31420425	chr22:31403028-31403204
ACLY_chr17_40025295_40028085	chr17:41869042-41871832	chr17:41869473-41869587
ZNF431_chr19_21324839_21349264	chr19:21142036-21166461	chr19:21143550-21143643
DRAM2_chr1_111667363_111674190	chr1:111124741-111131568	chr1:111126226-111126294
SLC25A29_chr14_100759630_100772869	chr14:100293293-100306532	chr14:100298841-100298885
LARP1_chr5_154169884_154172356	chr5:154790324-154792796	chr5:154790644-154790710
USP9X_chrX_41057780_41064746	chrX:41198527-41205493	chrX:41201059-41201280
SRRM2_chr16_2808470_2809173	chr16:2758469-2759172	chr16:2758984-2759047
PDHB_chr3_58413356_58415526	chr3:58427629-58429799	chr3:58428472-58428614
STX1A_chr7_73122918_73133988	chr7:73708588-73719658	chr7:73709044-73709122
CDC23_chr5_137542235_137548904	chr5:138206546-138213215	chr5:138212990-138213063
TRRAP_chr7_98554021_98557113	chr7:98956398-98959490	chr7:98957980-98958091
THADA_chr2_43801474_43805746	chr2:43574335-43578607	chr2:43577021-43577234
SEC24D_chr4_119659415_119661963	chr4:118738260-118740808	chr4:118739148-118739287
CEP164_chr11_117232550_117242182	chr11:117361834-117371466	chr11:117362403-117362538
DROSHA_chr5_31409162_31410994	chr5:31409055-31410887	chr5:31409249-31409332
RBPMS_chr8_30416403_30428278	chr8:30558886-30570761	chr8:30566256-30566360
HERC1_chr15_63922718_63926169	chr15:63630519-63633970	chr15:63632708-63632811
BIN1_chr2_127807996_127816731	chr2:127050420-127059155	chr2:127050801-127050912
HCCS_chrX_11136620_11139999	chrX:11118500-11121879	chrX:11120906-11120993
CCT2_chr12_69991747_69993784	chr12:69597967-69600004	chr12:69598321-69598421
UBE2C_chr20_44441214_44444552	chr20:45812575-45815913	chr20:45815540-45815745
HNRNPU_chr1_245016689_245018910	chr1:244853387-244855608	chr1:244854972-244855044
DROSHA_chr5_31530904_31532216	chr5:31530797-31532109	chr5:31531449-31531525
XPO7_chr8_21827654_21832285	chr8:21970143-21974774	chr8:21971875-21971941
ALDH16A1_chr19_49967110_49967779	chr19:49463853-49464522	chr19:49464126-49464263
LDB1_chr10_103869677_103870728	chr10:102109920-102110971	chr10:102110528-102110701
TCERG1_chr5_145859590_145862290	chr5:146480027-146482727	chr5:146481149-146481200
KAT2A_chr17_40271554_40272388	chr17:42119536-42120370	chr17:42120029-42120119
CALCOCO2_chr17_46929867_46933549	chr17:48852505-48856187	chr17:48852925-48853012
KIAA0100_chr17_26959066_26962129	chr17:28632048-28635111	chr17:28633548-28633751
QSER1_chr11_32994942_32997999	chr11:32973396-32976453	chr11:32975247-32975343
LATS2_chr13_21549008_21557945	chr13:20974869-20983806	chr13:20979690-20979797
WDR26_chr1_224619226_224621807	chr1:224431524-224434105	chr1:224431681-224431781
KIAA0100_chr17_26941895_26943215	chr17:28614877-28616197	chr17:28615663-28615798
SLC37A3_chr7_140037083_140055564	chr7:140337283-140355764	chr7:140352061-140352146
USP28_chr11_113704141_113711479	chr11:113833419-113840757	chr11:113834248-113834335
REEP4_chr8_21996151_21997596	chr8:22138638-22140083	chr8:22138925-22139061
AKAP8L_chr19_15511960_15521405	chr19:15401149-15410594	chr19:15404009-15404042
LYPD6B_chr2_150061766_150069636	chr2:149205252-149213122	chr2:149208313-149208412
OPA1_chr3_193364853_193366660	chr3:193647064-193648871	chr3:193648069-193648134
CTR9_chr11_10795558_10797180	chr11:10774011-10775633	chr11:10775206-10775303
PHLDB2_chr3_111659381_111672876	chr3:111940534-111954029	chr3:111952571-111952712
USP9X_chrX_40996056_41000470	chrX:41136803-41141217	chrX:41140655-41140771
IRF2_chr4_185320068_185339862	chr4:184398914-184418708	chr4:184408157-184408275
NOL10_chr2_10747310_10798017	chr2:10607184-10657891	chr2:10654480-10654547
DMTF1_chr7_86808860_86811653	chr7:87179544-87182337	chr7:87181308-87181341
DLD_chr7_107531617_107543992	chr7:107891172-107903547	chr7:107893199-107893278
DAB2_chr5_39382719_39388954	chr5:39382617-39388852	chr5:39388304-39388367
SNRNP40_chr1_31734375_31742087	chr1:31261528-31269240	chr1:31267870-31267932
DNAJC21_chr5_34938962_34945130	chr5:34938857-34945025	chr5:34941095-34941183
GTF3C2_chr2_27556521_27558573	chr2:27333654-27335706	chr2:27333973-27333999
AAGAB_chr15_67494044_67496486	chr15:67201706-67204148	chr15:67203547-67203597
XRN2_chr20_21336717_21346127	chr20:21356079-21365489	chr20:21356585-21356665
REV1_chr2_100050793_100055772	chr2:99434331-99439310	chr2:99435833-99435941
DAGLB_chr7_6461357_6465745	chr7:6421726-6426114	chr7:6424751-6424835
TRAF3IP2_AS1_chr6_111804764_111824811	chr6:111483561-111503608	chr6:111484743-111484861
GEN1_chr2_17947845_17954051	chr2:17766578-17772784	chr2:17771195-17771287
TFDP1_chr13_114290291_114295504	chr13:113635976-113641189	chr13:113637817-113637896
TBCCD1_chr3_186268917_186272873	chr3:186551128-186555084	chr3:186554253-186554751
COPS8_chr2_237994585_237997296	chr2:237085942-237088653	chr2:237087126-237087197
PAFAH1B1_chr17_2541392_2569384	chr17:2638098-2666090	chr17:2665371-2665456
ATG4B_chr2_242606059_242613264	chr2:241666644-241673849	chr2:241671311-241671405
METTL3_chr14_21967168_21968824	chr14:21499024-21500682	chr14:21499763-21499802
CLIP1_chr12_122819194_122826244	chr12:122334647-122341697	chr12:122336631-122336748
PSMD4_chr1_151227178_151238915	chr1:151254702-151266439	chr1:151266003-151266112
SQLE_chr8_126030872_126034435	chr8:125018630-125022193	chr8:125020783-125020871
SAR1A_chr10_71920759_71930253	chr10:70161003-70170497	chr10:70161857-70161931
FMNL2_chr2_153475359_153482076	chr2:152618845-152625562	chr2:152619508-152619718
PITHD1_chr1_24112164_24114722	chr1:23785674-23788232	chr1:23786314-23786423
TRMT6_chr20_5921698_5922682	chr20:5941052-5942036	chr20:5941242-5941345
PSEN1_chr14_73614502_73637702	chr14:73147794-73170994	chr14:73147966-73148094
TRAP1_chr16_3715971_3724495	chr16:3665970-3674494	chr16:3671721-3671791
NOL11_chr17_65732015_65733261	chr17:67735899-67737145	chr17:67736665-67736754
PREB_chr2_27353632_27355595	chr2:27130764-27132727	chr2:27131671-27131831
SDHA_chr5_240558_256797	chr5:240443-256682	chr5:250991-251043
DLST_chr14_75348627_75356052	chr14:74881924-74889349	chr14:74882590-74882624
NAMPT_chr7_105912975_105925397	chr7:106272529-106284951	chr7:106277022-106277179
RCOR3_chr1_211462519_211486816	chr1:211289177-211313474	chr1:211295675-211295753
MTERFD2_chr2_242028639_242041726	chr2:241089224-241102311	chr2:241089979-241090044
RBM5_chr3_50139769_50142575	chr3:50102336-50105142	chr3:50104247-50104308
DDX1_chr2_15768568_15769821	chr2:15628444-15629697	chr2:15628637-15628710
DNAJB6_chr7_157155854_157160177	chr7:157363160-157367483	chr7:157366501-157366561
VDAC3_chr8_42260828_42263411	chr8:42403310-42405893	chr8:42404866-42404924
CAND1_chr12_67696102_67699092	chr12:67302322-67305312	chr12:67304604-67304746
PREB_chr2_27353632_27355595	chr2:27130764-27132727	chr2:27132229-27132403
GSK3B_chr3_119666114_119812637	chr3:119947267-120093790	chr3:120002045-120002239
OGFOD1_chr16_56500108_56501205	chr16:56466196-56467293	chr16:56466875-56466967
DDX47_chr12_12976136_12977611	chr12:12823202-12824677	chr12:12823869-12824016
DBR1_chr3_137882190_137886147	chr3:138163348-138167305	chr3:138163777-138163858
MNAT1_chr14_61262934_61275146	chr14:60796216-60808428	chr14:60798086-60798160
ARHGDIA_chr17_79827205_79827833	chr17:81869329-81869957	chr17:81869541-81869625
HUWE1_chrX_53565297_53566773	chrX:53538336-53539812	chrX:53538834-53539080
ZNF823_chr19_11832807_11836142	chr19:11721992-11725327	chr19:11724193-11724254
NCAPD3_chr11_134078764_134079371	chr11:134208870-134209477	chr11:134209144-134209206
KCTD20_chr6_36437828_36452601	chr6:36470051-36484824	chr6:36474788-36475062
KIAA0430_chr16_15709686_15711392	chr16:15615829-15617535	chr16:15617051-15617171
FMN2_chr1_240519115_240601510	chr1:240355815-240438210	chr1:240392510-240392562
DDX6_chr11_118627879_118630753	chr11:118757170-118760044	chr11:118758773-118758902
OLA1_chr2_174937174_175087888	chr2:174072446-174223160	chr2:174078967-174079090
CSNK1D_chr17_80213304_80231244	chr17:82255428-82273368	chr17:82265685-82265796
HEATR1_chr1_236716880_236718764	chr1:236553580-236555464	chr1:236554597-236554752
MBD3_chr19_1578333_1584676	chr19:1578334-1584677	chr19:1582621-1582712
LRIG3_chr12_59276650_59279684	chr12:58882868-58885902	chr12:58883519-58883591
KANSL3_chr2_97268489_97270600	chr2:96602752-96604863	chr2:96604249-96604380
ITCH_chr20_33068870_33077731	chr20:34481065-34489926	chr20:34489265-34489386
COG6_chr13_40251604_40254182	chr13:39677467-39680045	chr13:39679537-39679620
HTATSF1_chrX_135581756_135582977	chrX:136499597-136500818	chrX:136500157-136500205
C20orf111_chr20_42825135_42839431	chr20:44196495-44210791	chr20:44202960-44203074
FNDC3A_chr13_49719913_49742887	chr13:49145777-49168751	chr13:49167243-49167303
RABGGTB_chr1_76251912_76253289	chr1:75786227-75787604	chr1:75786699-75786797
CUEDC1_chr17_55945510_55948730	chr17:57868149-57871369	chr17:57869121-57869193
CCAR1_chr10_70496632_70502326	chr10:68736875-68742569	chr10:68740628-68740661
SUPT5H_chr19_39957119_39959501	chr19:39466479-39468861	chr19:39466674-39466745
ACTL6A_chr3_179298681_179301236	chr3:179580893-179583448	chr3:179581139-179581220
NEK7_chr1_198233254_198248191	chr1:198264124-198279061	chr1:198277960-198278069
PHB2_chr12_7076909_7079443	chr12:6967746-6970280	chr12:6968410-6968587
ERLEC1_chr2_54021481_54024729	chr2:53794344-53797592	chr2:53795932-53796013
TNS1_chr2_218762520_218771108	chr2:217897797-217906385	chr2:217900462-217900512
USP10_chr16_84778238_84797869	chr16:84744632-84764263	chr16:84762988-84763088
WDFY1_chr2_224749364_224763787	chr2:223884647-223899070	chr2:223895503-223895630
PKP4_chr2_159490581_159499211	chr2:158634069-158642699	chr2:158640626-158640759
IGF2BP1_chr17_47123251_47126806	chr17:49045889-49049444	chr17:49046259-49046373
MTA2_chr11_62363750_62364297	chr11:62596278-62596825	chr11:62596457-62596532
MRPL9_chr1_151733349_151734976	chr1:151760873-151762500	chr1:151762112-151762155
RAD21_chr8_117870590_117879000	chr8:116858351-116866761	chr8:116863129-116863259
DLD_chr7_107545402_107546813	chr7:107904957-107906368	chr7:107905360-107905504
CCNB1_chr5_68471223_68473527	chr5:69175396-69177700	chr5:69177290-69177349
DDIT3_chr12_57910371_57911536	chr12:57516588-57517753	chr12:57517268-57517595
IST1_chr16_71956376_71961876	chr16:71922473-71927973	chr16:71923287-71923380
NEXN_chr1_78381739_78383958	chr1:77916054-77918273	chr1:77917959-77918038
MAP3K2_chr2_128087496_128093545	chr2:127329920-127335969	chr2:127330391-127330505
TRIP12_chr2_230666967_230668943	chr2:229802251-229804227	chr2:229803570-229803689
ATG4B_chr2_242606059_242612043	chr2:241666644-241672628	chr2:241671311-241671441
C15orf44_chr15_65877107_65888163	chr15:65584769-65595825	chr15:65591597-65591731
ACOX1_chr17_73953539_73974774	chr17:75957458-75978693	chr17:75973624-75973785
HSPA9_chr5_137893090_137894320	chr5:138557401-138558631	chr5:138557868-138557986
NDUFV2_chr18_9117835_9119588	chr18:9117837-9119590	chr18:9119325-9119388
EDEM3_chr1_184706744_184723701	chr1:184737610-184754567	chr1:184749546-184749592
KIAA0100_chr17_26959066_26962129	chr17:28632048-28635111	chr17:28632941-28633162
EPS15L1_chr19_16528362_16532287	chr19:16417551-16421476	chr19:16417947-16418104
ELOVL5_chr6_53132196_53138142	chr6:53267398-53273344	chr6:53270592-53270727
PPP2R2D_chr10_133753662_133757649	chr10:131940158-131944145	chr10:131940581-131940841
PRKAG2_chr7_151269749_151273538	chr7:151572663-151576452	chr7:151574890-151574949
TIMM23_chr10_51606987_51623360	chr10:45972478-45988847	chr10:45985382-45985441
SRP19_chr5_112198058_112200429	chr5:112862361-112864732	chr5:112864456-112864528
RHEB_chr7_151168634_151181890	chr7:151471548-151484804	chr7:151477332-151477415
PUF60_chr8_144900542_144904083	chr8:143818372-143821913	chr8:143821596-143821686
CFL1_chr11_65622479_65623713	chr11:65855008-65856242	chr11:65855653-65855730
COG3_chr13_46103925_46110765	chr13:45529790-45536630	chr13:45530681-45530780
MGEA5_chr10_103572786_103577623	chr10:101813029-101817866	chr10:101813554-101813606
SMAD5_chr5_135489280_135499080	chr5:136153591-136163391	chr5:136160855-136161107
SMC5_chr9_72965029_72969804	chr9:70350113-70354888	chr9:70350375-70350471
TONSL_chr8_145655786_145659142	chr8:144430403-144433759	chr8:144431077-144431151
PPM1A_chr14_60716158_60750255	chr14:60249440-60283537	chr14:60250379-60250481
MEIS2_chr15_37242524_37376086	chr15:36950323-37083885	chr15:37036813-37036959
USP47_chr11_11974287_11976711	chr11:11952740-11955164	chr11:11954896-11954944
IST1_chr16_71956376_71962877	chr16:71922473-71928974	chr16:71923287-71923384
SF3B2_chr11_65822546_65824342	chr11:66055075-66056871	chr11:66055537-66055585
G3BP2_chr4_76582107_76584108	chr4:75656923-75658924	chr4:75657556-75657730
BNIP3_chr10_133786537_133795435	chr10:131973033-131981931	chr10:131973792-131973943
HJURP_chr2_234749254_234761266	chr2:233840608-233852620	chr2:233849762-233849859
SELS_chr15_101814796_101817700	chr15:101274591-101277495	chr15:101276540-101276675
RICTOR_chr5_39021140_39074510	chr5:39021038-39074408	chr5:39074110-39074158
WDR60_chr7_158695066_158704370	chr7:158902375-158911679	chr7:158905988-158906091
CDK4_chr12_58142302_58146116	chr12:57748519-57752333	chr12:57751499-57751736
NBN_chr8_90945711_90955594	chr8:89933483-89943366	chr8:89937025-89937075
PCM1_chr8_17819542_17822277	chr8:17962033-17964768	chr8:17963100-17963291
TMEM237_chr2_202493952_202496931	chr2:201629229-201632208	chr2:201629728-201629852
DRG1_chr22_31795618_31807067	chr22:31399632-31411081	chr22:31403028-31403204
RNF10_chr12_121001612_121013491	chr12:120563809-120575688	chr12:120571190-120571291
